index,fitness
209,8823.5231
210,8823.5231
211,8823.5231
212,8823.5231
213,8823.5231
214,8823.5231
215,8823.5231
216,8823.5231
217,8823.5231
218,8823.5231
219,8823.5231
220,8823.5231
221,8823.5231
222,8823.5231
223,8823.5231
224,8823.5231
225,8823.5231
226,8823.5231
227,8823.5231
228,8823.5231
229,8823.5231
230,8823.5231
231,8823.5231
232,8823.5231
233,8823.5231
234,8823.5231
235,8823.5231
236,8823.5231
237,8823.5231
238,8823.5231
239,8823.5231
240,8823.5231
241,8823.5231
242,8823.5231
243,8823.5231
244,8823.5231
245,8823.5231
246,8823.5231
247,8823.5231
248,8823.5231
249,8823.5231
250,8823.5231
251,8823.5231
252,8823.5231
253,8823.5231
254,8823.5231
255,8823.5231
256,8823.5231
257,8823.5231
258,8823.5231
259,8823.5231
260,8823.5231
261,8823.5231
262,8823.5231
263,8823.5231
264,8823.5231
265,8823.5231
266,8823.5231
267,8823.5231
268,8823.5231
269,8823.5231
270,8823.5231
271,8823.5231
272,8823.5231
273,8823.5231
274,8823.5231
275,8823.5231
276,8823.5231
277,8823.5231
278,8823.5231
279,8823.5231
280,8823.5231
281,8823.5231
282,8823.5231
283,8823.5231
284,8823.5231
285,8823.5231
286,8823.5231
287,8823.5231
288,8823.5231
289,8823.5231
290,8823.5231
291,8823.5231
292,8823.5231
293,8823.5231
294,8823.5231
295,8823.5231
296,8823.5231
297,8823.5231
298,8823.5231
299,8823.5231
300,8823.5231
301,8823.5231
302,8823.5231
303,8823.5231
304,8823.5231
305,8823.5231
306,8823.5231
307,8823.5231
308,8823.5231
309,8823.5231
310,8823.5231
311,8823.5231
312,8823.5231
313,8823.5231
314,8823.5231
315,8823.5231
316,8823.5231
317,8823.5231
318,8823.5231
319,8823.5231
320,8823.5231
321,8823.5231
322,8823.5231
323,8823.5231
324,8823.5231
325,8823.5231
326,8823.5231
327,8823.5231
328,8823.5231
329,8823.5231
330,8823.5231
331,8823.5231
332,8823.5231
333,8823.5231
334,8823.5231
335,8823.5231
336,8823.5231
337,8823.5231
338,8823.5231
339,8823.5231
340,8823.5231
341,8823.5231
342,8823.5231
343,8823.5231
344,8823.5231
345,8823.5231
346,8823.5231
347,8823.5231
348,8823.5231
349,8823.5231
350,8823.5231
351,8823.5231
352,8823.5231
353,8823.5231
354,8823.5231
355,8823.5231
356,8823.5231
357,8823.5231
358,8823.5231
359,8823.5231
360,8823.5231
361,8823.5231
362,8823.5231
363,8823.5231
364,8823.5231
365,8823.5231
366,8823.5231
367,8823.5231
368,8823.5231
369,8823.5231
370,8823.5231
371,8823.5231
372,8823.5231
373,8823.5231
374,8823.5231
375,8823.5231
376,8823.5231
377,8823.5231
378,8823.5231
379,8823.5231
380,8823.5231
381,8823.5231
382,8823.5231
383,8823.5231
384,8823.5231
385,8823.5231
386,8823.5231
387,8823.5231
388,8823.5231
389,8823.5231
390,8823.5231
391,8823.5231
392,8823.5231
393,8823.5231
394,8823.5231
395,8823.5231
396,8823.5231
397,8823.5231
398,8823.5231
399,8823.5231
400,8823.5231
401,8823.5231
402,8823.5231
403,8823.5231
404,8823.5231
405,8823.5231
406,8823.5231
407,8823.5231
408,8823.5231
409,8823.5231
410,8823.5231
411,8823.5231
412,8823.5231
413,8823.5231
414,8823.5231
415,8823.5231
416,8823.5231
417,8823.5231
418,8823.5231
419,8823.5231
420,8823.5231
421,8823.5231
422,8823.5231
423,8823.5231
424,8823.5231
425,8823.5231
426,8823.5231
427,8823.5231
428,8823.5231
429,8823.5231
430,8823.5231
431,8823.5231
432,8823.5231
433,8823.5231
434,8823.5231
435,8823.5231
436,8823.5231
437,8823.5231
438,8823.5231
439,8823.5231
440,8823.5231
441,8823.5231
442,8823.5231
443,8823.5231
444,8823.5231
445,8823.5231
446,8823.5231
447,8823.5231
448,8823.5231
449,8823.5231
450,8823.5231
451,8823.5231
452,8823.5231
453,8823.5231
454,8823.5231
455,8823.5231
456,8823.5231
457,8823.5231
458,8823.5231
459,8823.5231
460,8823.5231
461,8823.5231
462,8823.5231
463,8823.5231
464,8823.5231
465,8823.5231
466,8823.5231
467,8823.5231
468,8823.5231
469,8823.5231
470,8823.5231
471,8823.5231
472,8823.5231
473,8823.5231
474,8823.5231
475,8823.5231
476,8823.5231
477,8823.5231
478,8823.5231
479,8823.5231
480,8823.5231
481,8823.5231
482,8823.5231
483,8823.5231
484,8823.5231
485,8823.5231
486,8823.5231
487,8823.5231
488,8823.5231
489,8823.5231
490,8823.5231
491,8823.5231
492,8823.5231
493,8823.5231
494,8823.5231
495,8823.5231
496,8823.5231
497,8823.5231
498,8823.5231
499,8823.5231
500,8823.5231
